title,mixed fandom,ships,characters,hits,kudos,published,Deku,Bakugo,Deku & Bakugo,Aizawa,Prez Mic,Aizawa & Prez Mic,Aizawa & Deku,Enjiro,Bakugo & Kirishima,Shoto,Deku & Shoto,Dabi,Hawks,Dabi & Hawks,Uraraka,Deku & Uraraka,All Might,Deku & All Might,Class,Deku & Class,Denki,Shinsou,Denki & Shinsou,Deku & Shinsou,Reader,Bakugo & Reader,Bakugo & Shoto,Deku & Prez Mic,Mina,Kirashima,Mina & Kirashima,Jirou,Jirou & Denki,Shigaraki Tomura,Deku & Shigaraki Tomura,Aizawa & Shinsou,Nedzu,Deku & Nedzu,Deku & Reader
An Unexpected Series for Class-1A,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), Super Dangan Ronpa 2']","['Class 1-A & Midoriya Izuku', 'Komaeda Nagito & Nanami Chiaki', 'Kamukura Izuru & Komaeda Nagito', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Class 1-A']","['Midoriya Izuku', 'Bakugou Katsuki', 'Uraraka Ochako', 'Todoroki Shouto', 'Kirishima Eijirou', 'Ashido Mina', 'Kaminari Denki', 'Iida Tenya', 'Komaeda Nagito', 'Hinata Hajime', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might', 'Tsukauchi Naomasa', 'Shinsou Hitoshi', 'Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya', 'Toga Himiko', 'Nanami Chiaki', 'Monokuma (Dangan Ronpa)', 'Usami | Monomi', 'Sonia Nevermind', 'Soda Kazuichi', 'Tsumiki Mikan', 'Mioda Ibuki', 'Tanaka Gundham', 'Kuzuryu Fuyuhiko', 'Owari Akane', 'Saionji Hiyoko', 'Koizumi Mahiru', 'Pekoyama Peko', 'Nidai Nekomaru', 'Hanamura Teruteru', 'Chou Koukou Kyuu no Sagishi | Ultimate Imposter', 'Midoriya Inko', 'Yamada Hizashi | Present Mic', 'Tokoyami Fumikage', 'Hagakure Tooru', 'Mineta Minoru', 'Takami Keigo | Hawks', 'Ojiro Mashirao', 'Sero Hanta', 'Asui Tsuyu', 'Kayama Nemuri | Midnight', 'Yaoyorozu Momo', 'Aoyama Yuuga', 'Jirou Kyouka', 'Shouji Mezou', 'Satou Rikidou', 'Kouda Kouji', 'Eri (My Hero Academia)', 'Nedzu (My Hero Academia)']",77,2.0,2023-04-01,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Anomaly,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), Bleach']","['Kurosaki Ichigo & Urahara Kisuke', 'Kuchiki Rukia & Kurosaki Ichigo', 'Ishida Uryuu & Kurosaki Ichigo', 'Inoue Orihime & Kurosaki Ichigo', 'Kurosaki Ichigo & Sado ""Chad"" Yasutora', 'Kuchiki Byakuya & Kurosaki Ichigo', 'Kurosaki Ichigo & Kurosaki Isshin', 'Kurosaki Ichigo/Yagi Toshinori | All Might']","['Kurosaki Ichigo', 'Kuchiki Rukia', 'Abarai Renji', 'Urahara Kisuke', 'Inoue Orihime', 'Sado ""Chad"" Yasutora', 'Ishida Uryuu', 'Kuchiki Byakuya', 'Shihouin Yoruichi', 'Tsumugiya Ururu', 'Ginta', 'Tsukabishi Tessai', 'Yagi Toshinori | All Might', 'Midoriya Izuku', 'Bakugou Katsuki', 'Nezu', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Todoroki Shouto', 'Class 1-A (My Hero Academia)']",1347,90.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edo Tensei,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Naruto']",[],"['Hatake Kakashi', 'Kaminari Denki', 'Bakugou Katsuki', 'Tokoyami Fumikage', 'Midoriya Izuku', 'Class 1-A (My Hero Academia)', 'Uchiha Obito', 'Hatake Sakumo', 'Uzumaki Naruto', 'Haruno Sakura', 'Yamato | Tenzou', 'Other Naruto Character(s)', 'Aoyama Yuuga', 'Takami Keigo | Hawks']",141023,7379.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forgotten Consequences / Забытые последствия,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead & Midoriya Izuku'],"['Aizawa Shouta | Eraserhead', 'Midoriya Izuku', 'Yagi Toshinori | All Might', 'Death Arms (My Hero Academia)', 'Takeyama Yuu | Mount Lady', 'Nishiya Shinji | Kamui Woods', 'Kamihara Shinya | Edgeshot', 'Slugger (My Hero Academia)', 'Uraraka Ochako', 'Iida Tenya', 'Asui Tsuyu', 'Todoroki Shouto']",30,2.0,2023-04-01,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magical Deku-hime and the Divine Chaos she started.,"['Fandoms:\nTouhou Project, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Toyosatomimi no Miko & Midoriya Izuku', 'To many to count.']","['Midoriya Izuku', 'as many Touhou Project girl I can fit in.', 'All For One - Character', 'The UA Staff']",2031,54.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Prank Liberation War of UA,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Class 1-A & Class 1-B (My Hero Academia)', 'Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Shinsou Hitoshi']","['Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Shinsou Hitoshi', 'Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight']",59,2.0,2023-04-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Suns of My Life,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Sensei | All For One', 'Midoriya Izuku & Yoichi | First One For All User']","['Midoriya Izuku', 'Midoriya Hisashi', 'Sensei | All For One', 'Yoichi | First One For All User (My Hero Academia)']",1275,138.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Song of Fire and power,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Kirishima Eijirou', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Bakugou Masaru/Bakugou Mitsuki']","['Bakugou Katsuki', 'Kirishima Eijirou', 'Midoriya Izuku', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Ashido Mina', 'Sero Hanta', 'Kaminari Denki', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Eri (My Hero Academia)']",2235,108.0,2023-04-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inertia,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, 亜人 - 三浦追儺 & 桜井画門 | Ajin - Miura Tsuina & Sakurai Gamon (Anime & Manga)']","['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Kirishima Eijirou', 'Bakugou Katsuki & Todoroki Shouto', 'Midoriya Izuku & Todoroki Shouto', 'Kirishima Eijirou & Midoriya Izuku']","['Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto', 'Kirishima Eijirou', 'Kirishima Ryutarou (OC)', 'Yagi Toshinori | All Might', 'Kayama Nemuri | Midnight', 'Aizawa Shouta | Eraserhead', 'Bakugou Mitsuki', 'Ashido Mina', 'Uraraka Ochako', 'Midoriya Hisashi', 'Mukai Hideyori (OC)', 'Okazaki Souma (OC)', 'Shirokuma Kiyo (OC)', 'Tengan Sadaharu (OC)', 'Midoriya Inko', 'Todoroki Fuyumi', 'Todoroki Enji | Endeavor', 'Tessa Hamilton (OC)', 'Tsukauchi Naomasa']",3033,176.0,2023-04-01,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hold Me (While I’m Dreaming),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Class 1-A & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Class 1-A', 'Aizawa Shouta | Eraserhead & Iida Tensei | Ingenium & Yamada Hizashi | Present Mic', 'Aizawa Shouta & Iida Tensei & Kayama Nemuri & Yamada Hizashi']","['Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead', 'Kayama Nemuri | Midnight', 'Shirakumo Oboro', 'Iida Tensei | Ingenium', 'Class 1-A (My Hero Academia)', 'baby tenya iida - Character']",28,4.0,2023-04-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hero's Complex,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Todoroki Shouto', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Bakugou Katsuki/Kirishima Eijirou', 'Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Midoriya Izuku & Shigaraki Tomura | Shimura Tenko', 'Aizawa Shouta | Eraserhead & Eri & Midoriya Izuku & Shinsou Hitoshi & Yamada Hizashi | Present Mic']","['Midoriya Inko', 'Todoroki Shouto', 'Todoroki Family (My Hero Academia)', 'Dabi | Todoroki Touya', 'Aizawa Shouta | Eraserhead', ""Midoriya Izuku's Family""]",1413,58.0,2023-04-01,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
Do you see him too?,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Not sure yet.'],"['Bakugo Katsuki', 'Izuku Midoriya', 'shota aizawa', 'All Might', 'Midoriya Inko', 'AFO', 'Class 1-A (My Hero Academia)']",46,3.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doki Doki,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kaminari Denki'],"['Kaminari Denki', 'Bakugou Katsuki', 'Class 1-A (My Hero Academia)']",144,30.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three's a crowd but he's still alone,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Midoriya Izuku', 'Midoriya Hisashi', 'Bakugou Katsuki', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic']",4793,185.0,2023-04-01,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A Game of Wolves,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Midoriya Izuku & Toogata Mirio'],"['Midoriya Izuku', 'Toogata Mirio', 'Yagi Toshinori | All Might']",72,8.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The god hero: Arahabaki,"['Fandoms:\n文豪ストレイドッグス | Bungou Stray Dogs, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']","['Arahabaki & Nakahara Chuuya (Bungou Stray Dogs)', 'Class 1-A (My Hero Academia) & Nakahara Chuuya (Bungou Stray Dogs)']","['Nakahara Chuuya (Bungou Stray Dogs)', 'Arahabaki (Bungou Stray Dogs)', 'Aizawa Shouta | Eraserhead', 'Class 1-A (My Hero Academia)']",1685,141.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anachronism,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Gran Torino/Shimura Nana', 'Gran Torino & Shimura Nana', 'Gran Torino & Yagi Toshinori | All Might', 'Gran Torino & Midoriya Izuku (Mentioned)', 'Gran Torino & Shuuzenji Chiyo | Recovery Girl', 'Gran Torino/Shuuzenji Chiyo | Recovery Girl', 'Shimura Nana & Gran Torino & Yagi Toshinori']","['Gran Torino (My Hero Academia)', 'Torino Sorahiko', 'Shimura Nana', 'Shuuzenji Chiyo | Recovery Girl', 'Yagi Toshinori | All Might', 'Original Characters', 'Original Villains - Character', 'Blackwhip', 'Sensei | All For One']",40212,1005.0,2023-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motel Cleaners Need More Pay,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Y/n x Jin Bubaigawara'],"['Bubaigawara Jin | Twice', 'Y/n - Character']",84,4.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHA Headcanons (Part 1),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead/Reader', 'Yamada Hizashi | Present Mic/Reader', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic/Reader', 'Takami Keigo | Hawks/Reader', 'Dabi | Todoroki Touya/Reader', 'Dabi | Todoroki Touya/Takami Keigo | Hawks/Reader', 'Shigaraki Tomura | Shimura Tenko/Reader']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Takami Keigo | Hawks', 'Dabi | Todoroki Touya', 'Shigaraki Tomura | Shimura Tenko']",7606,135.0,2023-04-01,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NanAnachronism,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Gran Torino/Shimura Nana', 'Gran Torino & Shimura Nana', 'Gran Torino & Shuuzenji Chiyo | Recovery Girl']","['Gran Torino (My Hero Academia)', 'Shimura Nana', 'Shuuzenji Chiyo | Recovery Girl']",1579,106.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matched,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko/Takami Keigo | Hawks', 'Shigaraki Tomura | Shimura Tenko/Takami Keigo | Hawks', 'Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko', 'Todoroki Fuyumi/Usagiyama Rumi | Miruko', 'Bakugou Katsuki/Todoroki Shouto', 'Bakugou Katsuki & Midoriya Izuku', 'Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto']","['League of Villains (My Hero Academia)', 'Todoroki Fuyumi', 'Todoroki Natsuo', 'Usagiyama Rumi | Miruko', 'Hakamata Tsunagu | Best Jeanist']",416,45.0,2023-04-01,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Time for All,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Eri & Midoriya Izuku', 'Eri & Midoriya Inko']","['Eri (My Hero Academia)', 'Midoriya Izuku', 'Chisaki Kai | Overhaul', 'Midoriya Inko']",118,4.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Won’t Bite,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Shinsou Hitoshi/Original Character(s)'],"['Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Midoriya Izuku']",14,,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Those Eyes (Erasermic Omegaverse),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Shirakumo Oboro', 'Kayama Nemuri | Midnight', 'Original Characters']",486,11.0,2023-04-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It Takes but a Moment,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Sensei | All For One & Shigaraki Tomura | Shimura Tenko', 'Shigaraki Tomura | Shimura Tenko & Takami Keigo | Hawks']","['Shigaraki Tomura | Shimura Tenko', 'Sensei | All For One', 'Takami Keigo | Hawks']",1,,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todoroki x MHA characters One-shot,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Todoroki Shouto', 'Bakugou Katsuki/Todoroki Shouto', 'Todoroki Shouto/Yaoyorozu Momo', 'Sero Hanta/Todoroki Shouto', 'Kirishima Eijirou/Todoroki Shouto', 'Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto', 'Iida Tenya/Todoroki Shouto', 'Shinsou Hitoshi/Todoroki Shouto', 'Todoroki Shouto/Any MHA characters']","['Todoroki Shouto', 'Midoriya Izuku', 'Bakugou Katsuki', 'Sero Hanta', 'Class 1-A (My Hero Academia)', 'Pro Heroes (My Hero Academia)', 'Yaoyorozu Momo', 'Iida Tenya', 'Kirishima Eijirou', 'Kaminari Denki', 'Uraraka Ochako', 'Asui Tsuyu']",2143,51.0,2023-04-01,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legacy,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, 쓸쓸하고 찬란하神 - 도깨비 | Goblin (TV)']","['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Kim Shin/All Might']","['Yagi Toshinori | All Might', 'Kim Shin | Goblin', 'Midoriya Izuku', 'Bakugou Katsuki', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Yoo Deok Hwa', 'Wang Yeo | Grim Reaper']",55,,2023-04-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Analytical Hero,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],"['Midoriya Izuku', 'Jirou Kyouka', 'Yaoyorozu Momo', 'Original Characters']",639,33.0,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I need you,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Kirishima Eijirou/Reader', 'Bakugou Katsuki/Reader']","['Kirishima Eijirou', 'Bakugou Katsuki', 'Reader']",2708,92.0,2023-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Clear (MOVED),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Kaminari Denki/Shinsou Hitoshi', 'Kaminari Denki & Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto', 'Kirishima Eijirou', 'Kaminari Denki', 'Ashido Mina', 'Jirou Kyouka', 'Sero Hanta', 'Aizawa Shouta | Eraserhead', 'Midoriya Inko', 'Bakugou Masaru', 'Bakugou Mitsuki', 'Yagi Toshinori | All Might', 'Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight', 'Shinsou Hitoshi', 'Yoarashi Inasa', 'Uraraka Ochako']",37296,1546.0,2023-04-01,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Greatest Warrior,"['Fandoms:\nThe Loud House (Cartoon), Dragon Ball, Justice League - All Media Types, Marvel (Comics), Street Fighter, Mortal Kombat - All Media Types, King of Fighters, Dead or Alive (Video Games), Killer Instinct (Video Games), Fairy Tail, ワンパンマン | One-Punch Man, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Highschool DxD (Anime), Bleach (Anime & Manga), Ben 10 Series, Generator Rex, My Life as a Teenage Robot, Danny Phantom, Kim Possible (Cartoon), Teenage Mutant Ninja Turtles - All Media Types, Avatar: Legend of Korra, Godzilla - All Media Types, RWBY']","['Lincoln Loud/Everyone', 'Clark Kent/Lois Lane', 'Bruce Wayne/Rei Todoroki', 'Chi-Chi/Son Goku (Dragon Ball)', 'Lynn Loud Sr./Rita Loud', 'Midoriya Izuku/Uraraka Ochako', 'Asia Argento/Hyoudou Issei', 'Arisawa Tatsuki/Kurosaki Ichigo', 'Ben Tennyson/Julie Yamamoto', 'Circe/Rex Salazar', 'Natsu Dragneel/Lisanna Strauss', 'Broly/Sid Chang', 'Lincoln Loud & Son Goku', 'Lincoln Loud & Broly', 'Lincoln Loud & Justice League']","['Lincoln Loud', 'Son Goku (Dragon Ball)', 'Broly (Dragon Ball)', 'Bruce Wayne', 'Clark Kent', 'Diana Prince']",387,6.0,2023-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Clear,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Kaminari Denki/Shinsou Hitoshi', 'Kaminari Denki & Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou', 'Kaminari Denki', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Ashido Mina', 'Yamada Hizashi | Present Mic', 'Yagi Toshinori | All Might', ""Midoriya Izuku's Family"", ""Bakugou Katsuki's Parents"", 'Aizawa Shouta | Eraserhead', 'Jirou Kyouka', 'Sero Hanta', 'Kayama Nemuri | Midnight']",278,27.0,2023-04-01,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Misery Business,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, Tokyo Ghoul, Video Blogging RPF, Death Note (Anime & Manga), Among Us (Video Game), 呪術廻戦 | Jujutsu Kaisen (Manga), 呪術廻戦 | Jujutsu Kaisen (Anime), Naruto, My Brother My Brother and Me (Podcast), Real Person Fiction, Haikyuu!!, Hunter X Hunter, Undertale (Video Game), Half-Life VR but the AI is Self-Aware - Fandom, Joker (2019)']","['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Kaneki Ken | Sasaki Haise/Nagachika Hideyoshi', 'Kirishima Touka/Kosaka Yoriko', 'Bakugou Katsuki & Kirishima Touka', 'Bakugou Katsuki & Kamishiro Rize', 'L & Yagami Light', 'Gojo Satoru/Hatake Kakashi', 'Bakugou Katsuki & Gojo Satoru', 'Gon Freecs/Killua Zoldyck', 'Midoriya Izuku & Killua Zoldyck', 'Gon Freecs & Midoriya Izuku', 'Benrey (Half-Life)/Sans (Undertale)']","['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Touka', 'Kamishiro Rize', 'Jerma985', 'Travis McElroy', 'Kosaka Yoriko', 'Kaneki Ken', 'Nagachika Hideyoshi', 'Yoshimura | Kuzen (Tokyo Ghoul)', 'Gojo Satoru', 'Hatake Kakashi', 'Todoroki Shouto', 'Yagami Light', 'L (Death Note)', 'Killua Zoldyck', 'Gon Freecs', 'Benrey (Half-Life)', 'Sans (Undertale)']",1401,25.0,2023-04-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Happy Saturday,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Iida Tenya/Uraraka Ochako', 'Midoriya Izuku/Todoroki Shouto', 'Bakugou Katsuki/Kirishima Eijirou']","['Iida Tenya', 'Uraraka Ochako', 'Midoriya Izuku', 'Todoroki Shouto', 'Bakugou Katsuki', 'Kirishima Eijirou']",43,1.0,2023-04-01,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
